cabinet_proportion,seats_proportion,caretaker,sq_cabinet,sq_pm,miw_proportion,banzhaf,shapley,splus,left_rightx,left_righty,prime_minister,party_count,post_election,enpp,mingov,bicameral,lag_largest_parl,lag_largest_cab,B,B_star,C,D,E
0.19047619,0.084905662,1,1,0,0.084905662,0.079928577,0.079131976,0.080266677,5.5811111,6.3,0,13,1,8.4133282,0,1,0,0,0,0,0,0,1
0.30000001,0.19333333,0,1,1,0.19333333,0.20466322,0.2067821,0.20947812,5.7286666,5.8,1,11,1,8.0299788,0,1,1,1,0,0,0,0,1
0.5,0.17142858,0,0,0,0.14285715,0.10204081,0.12380952,0.13068835,7.1683492,7.3,1,9,1,4.5558085,1,0,0,1,1,0,0,0,0
0,0.084848486,0,0,0,0.090909094,0.027027028,0.047619049,0.050667077,7.9902778,,0,7,1,2.8921075,1,1,0,0,1,1,0,0,0
0,0.033333335,0,0,0,0.033333335,0.03195164,0.03138528,0.030884231,2.8282222,4.5,0,11,1,8.0299788,0,1,0,0,0,0,0,0,1
0.42857143,0.2,0,1,1,0.2,0.1754386,0.2,0.19529249,7.1683492,7.3,1,9,1,5.544385,1,0,0,1,0,0,0,1,0
0,0.06666667,0,0,0,0.1,0.065217391,0.06666667,0.056652669,6.3157895,,0,6,1,3.6290324,0,0,0,0,1,0,0,0,0
0.58333331,0.30659026,0,1,1,0.23529412,0.21774194,0.25,0.25901017,7.7642222,7.7,1,8,1,4.5371952,1,0,0,1,0,0,0,1,0
0,0.055643879,0,0,0,0.055643879,0.045840029,0.042206407,0.042374801,0.95500001,,0,16,1,5.7116132,0,1,0,0,0,0,0,0,1
0.58333331,0.14,0,1,1,0.14,0.13920455,0.14325397,0.13918152,5.8017777,5.7,0,10,1,6.7446041,1,1,1,1,0,0,0,0,1
0.47058824,0.26633167,0,1,0,0.26666668,0.2962963,0.30476192,0.29606026,3.4931111,3,0,9,1,4.9297509,0,0,1,1,0,0,0,1,0
0,0.085714288,0,0,0,0.11428571,0.081632651,0.076190479,0.07752344,2.1851429,1.9,0,9,1,4.5558085,1,0,0,0,1,0,0,0,0
0.1,0.028735632,0,0,0,0.027027028,0.022727273,0.017857144,0.022205278,5.6089948,5.7,0,10,1,4.7334909,1,0,0,0,1,0,0,0,0
0,0.12048193,0,1,1,0.14285715,0.090909094,0.1,0.096791752,5.9926667,6.3,0,7,1,3.4557312,0,1,1,1,1,0,0,0,0
0,0.057306591,0,0,0,0.078431375,0.072580643,0.06428571,0.061149243,,,0,8,1,4.5371952,1,0,0,0,0,0,0,1,0
0,0.072916664,0,0,0,0.2,0.16666667,0.16666667,0.16811985,2.8744444,2.8,0,6,1,3.4458909,0,1,0,0,1,0,0,0,0
0.1923077,0.1509434,0,0,0,0.1509434,0.13686131,0.13730159,0.14175633,3.3017778,2.9,0,11,1,7.1317043,0,1,0,0,0,0,0,0,1
0,0.019077901,0,0,0,0.019077901,0.015952537,0.015430403,0.015388553,,,0,16,1,5.7116132,0,1,0,0,0,0,0,0,1
0,0.015075377,0,0,0,0,0,0,0.010384081,6.3916667,5.8,0,9,1,4.9297509,0,0,0,0,0,0,0,1,0
0.1,0.045226131,0,1,0,0.052631579,0.019230768,0.023809524,0.031945735,6.3257778,6.1,0,9,1,5.1308365,0,0,0,0,0,0,0,1,0
0,0.13753581,0,0,0,0.13333334,0.086956523,0.10476191,0.10133106,6.1551111,5.5,0,7,1,4.2252402,1,0,0,0,1,0,0,0,0
0,0.026666667,1,0,0,0.026666667,0.025641026,0.0247114,0.024339193,2.8282222,4.5,0,11,1,7.9113922,1,1,0,0,0,0,0,0,1
0,0.016666668,0,0,0,0.050000001,0.021739131,0.016666668,0.011602173,0.87719302,,0,6,1,3.6290324,0,0,0,0,1,0,0,0,0
0,0.06666667,1,0,0,0.06666667,0.065623641,0.065187588,0.063538603,5.5811111,6.3,0,11,1,7.9113922,1,1,0,0,0,0,0,0,1
0.045454547,0.028708134,0,0,0,0.033519555,0.029604489,0.025682651,0.02586475,4.3905815,,0,17,1,5.0764861,0,1,0,0,0,0,0,1,0
0,0.022222223,0,1,0,0.022364218,0.024634726,0.020691035,0.020756351,3.7722222,3.1,0,21,1,7.6707511,0,1,0,0,0,0,0,0,1
0,0.0066666668,1,0,0,0.0066666668,0.0065189051,0.0060606059,0.007353907,9.8888893,,0,11,1,7.9113922,1,1,0,0,0,0,0,0,1
0.31999999,0.12,1,1,0,0.12,0.11777488,0.1183622,0.11722241,6.9802778,7.8,1,11,1,7.9113922,1,1,1,1,0,0,0,0,1
0,0.12320917,0,0,0,0.13333334,0.12727273,0.11904762,0.13353308,1.5791111,1.2,0,7,1,4.293757,1,0,0,0,0,0,0,1,0
0.53333336,0.36065573,0,1,1,0.2857143,0.2857143,0.30000001,0.28763956,6.3666666,5.8,0,5,1,3.3789728,0,1,1,1,0,0,0,1,0
0,0.0060975607,0,0,0,0,0,0,0.0095641632,2.4211111,,0,8,1,2.9687567,1,1,0,0,1,0,0,0,0
0,0.0015898251,0,0,0,0.0015898251,0.001453339,0.001846764,0.00138719,,,0,16,1,5.7116132,0,1,0,0,0,0,0,0,1
0.5,0.28415301,0,0,0,0.33333334,0.33333334,0.33333334,0.33333334,8.2955556,6.8,0,4,1,3.4071624,0,1,0,0,0,0,1,0,0
0,0.0063795852,0,0,0,0.0074487897,0.0068214661,0.0053724051,0.0055101621,5.4000001,,0,17,1,5.0764861,0,1,0,0,0,0,0,1,0
0,0.074285716,0,0,0,0.09589041,0.083700441,0.080158733,0.076100171,8.4590475,,0,11,1,4.9195457,1,0,0,0,0,0,0,1,0
0,0.033333335,0,0,0,0.06666667,0.029126214,0.026190476,0.021090273,,,0,7,0,3.7735848,0,0,0,0,1,0,0,0,0
0,0.014150944,1,0,0,0.014150944,0.014809369,0.013980464,0.012980897,,,0,13,1,8.4133282,0,1,0,0,0,0,0,0,1
0,0.012048192,0,0,0,0,0,0,0.0032861,1.3333334,,0,7,1,3.4557312,0,1,0,0,1,0,0,0,0
0,0.18674698,0,0,0,0.090909094,0.027027028,0.047619049,0.039371062,6.4893333,6.8,0,8,1,3.3368855,0,1,0,0,1,0,0,0,0
0,0.033333335,0,0,0,0.05102041,0.048192769,0.049386725,0.046227597,2.0366666,,0,12,1,5.4164662,0,1,0,0,0,0,0,0,1
0,0.06666667,0,0,0,0.06818182,0.05720339,0.064682543,0.062717818,2.0366666,,0,10,0,5.7929969,0,1,0,0,0,0,0,0,1
0,0.085427135,0,0,0,0.052631579,0.019230768,0.023809524,0.03367199,2.3719444,,0,9,1,5.1308365,0,0,0,0,0,0,0,1,0
0.5625,0.42682928,0,0,0,0.33333334,0.3904762,0.40714285,0.42139834,5.9926667,6.3,1,7,0,3.4969542,0,1,1,1,1,0,0,0,0
0,0.02,0,0,0,0.027777778,0.016018307,0.01626984,0.013821039,8.4472222,9.2,0,9,1,4.8138638,0,1,0,0,0,0,0,1,0
0,0.045845274,0,0,0,0.090909094,0.07692308,0.076190479,0.067506582,1.5791111,1.2,0,7,1,4.1926613,1,0,0,0,0,0,0,1,0
0.2,0.093333334,0,1,0,0.083333336,0.052631579,0.049603175,0.05054903,4.4204445,4.4,0,9,1,4.8138638,0,1,0,0,0,0,0,1,0
0,0.013333334,0,0,0,0.018518519,0.011441648,0.012698413,0.0093643414,8.1444444,9,0,9,1,4.8138638,0,1,0,0,0,0,0,1,0
0,0.0047169812,1,0,0,0.0047169812,0.0051465179,0.0047452552,0.0050782352,9.8888893,,0,13,1,8.4133282,0,1,0,0,0,0,0,0,1
0,0.11111111,0,1,0,0.095238097,0.1,0.1,0.10328086,,,0,7,1,5.3418574,0,0,0,0,0,0,0,0,1
0.51612902,0.37201908,0,1,1,0.3060241,0.35250309,0.39275724,0.39352834,5.6611111,5.4,1,14,1,4.0743632,0,1,1,1,1,0,0,0,0
0,0.16666667,0,1,0,0.2,0.16666667,0.16666667,0.1656701,7.3684211,,0,5,1,3.8054969,0,0,0,0,1,0,0,0,0
0.05882353,0.040201005,0,1,0,0.06666667,0.037037037,0.03809524,0.034300022,6.3257778,6.1,0,9,1,4.9297509,0,0,0,0,0,0,0,1,0
0.52631581,0.23030303,0,0,0,0.23809524,0.25423729,0.25238094,0.24968015,7.7388889,7.7,0,8,1,5.3518772,1,0,0,0,0,0,0,0,1
0.2,0.13333334,1,1,0,0.13333334,0.1299435,0.13066378,0.13278006,3.1588889,2.5,0,11,1,7.9113922,1,1,1,1,0,0,0,0,1
0,0.011128776,0,0,0,0.011128776,0.0092158811,0.010413198,0.0093701594,3.065,2.3,0,16,1,5.7116132,0,1,0,0,0,0,0,0,1
0.36842105,0.10588235,0,1,0,0.11538462,0.12068965,0.10952381,0.10700835,7.1683492,7.3,0,9,1,5.5655723,1,0,0,0,0,0,0,1,0
0,0.0060606059,0,0,0,0.034482758,0.012195122,0.011904762,0.012877482,,,0,9,1,2.9926152,1,1,0,0,1,0,0,0,0
0,0.0047694752,0,0,0,0.0072289156,0.0048269201,0.003252303,0.003567104,5.4000001,,0,14,1,4.0743632,0,1,0,0,1,0,0,0,0
0,0.11792453,0,1,0,0.11792453,0.11587591,0.11666667,0.11539052,6.9802778,7.8,0,11,1,7.1317043,0,1,0,0,0,0,0,0,1
0,0.059999999,0,0,0,0.067164183,0.065082647,0.061904762,0.061166544,8.8,,0,10,1,5.5391431,0,1,0,0,0,0,0,0,1
0.1875,0.039999999,0,0,0,0.05882353,0.028169014,0.031349204,0.024962662,4.4204445,4.4,0,9,1,4.7448335,0,1,0,0,0,0,0,1,0
0.032258064,0.017488075,0,1,0,0.026506023,0.019859331,0.01460484,0.013921123,6.45,5.9,0,14,1,4.0743632,0,1,0,0,1,0,0,0,0
0.045454547,0.025518341,0,0,0,0.029795159,0.026109748,0.022616273,0.02278501,0.86,,0,17,1,5.0764861,0,1,0,0,0,0,0,1,0
0,0.0095238099,0,0,0,0.0095846644,0.01050221,0.0086727133,0.0086719422,3.065,2.3,0,21,1,7.6707511,0,1,0,0,0,0,0,0,1
0.1,0.075376883,0,1,0,0.052631579,0.019230768,0.023809524,0.033666275,3.7008333,,0,9,1,5.1308365,0,0,0,0,0,0,0,1,0
0.2857143,0.16,0,1,0,0.15909091,0.14830509,0.14642857,0.14585133,7.2037778,7.4,0,10,0,5.7929969,0,1,0,0,0,0,0,0,1
0,0.053333335,0,0,0,0.05882353,0.028169014,0.031349204,0.030125123,2.0366666,,0,9,1,4.7448335,0,1,0,0,0,0,0,1,0
0.16666667,0.095541403,0,0,0,0.18181819,0.16037735,0.17380953,0.16991766,7.6605556,,0,9,1,3.0750279,0,1,0,0,1,0,0,0,0
0,0.37424546,0,0,0,0.2,0.16666667,0.16666667,0.16671667,3.5988889,3.3,0,5,1,3.4715192,0,1,1,0,1,1,0,0,0
0,0.054441262,0,0,0,0.05882353,0.056451611,0.050000001,0.055054851,1.5791111,1.2,0,8,1,4.5371952,1,0,0,0,0,0,0,1,0
0.72727275,0.3508772,0,0,0,0.32588455,0.42188919,0.42201686,0.42197973,2.9824561,,1,17,1,5.0764861,0,1,0,0,0,0,0,1,0
0.5,0.28415301,0,1,0,0.33333334,0.33333334,0.33333334,0.33333334,6.3666666,5.8,1,4,1,3.4071624,0,1,0,0,0,0,1,0,0
0,0.039999999,0,1,0,0.057142857,0.040816326,0.03809524,0.033060025,4.9697778,4.8,0,9,1,4.5558085,1,0,0,0,1,0,0,0,0
0.5,0.15714286,0,,,0.15654951,0.13728018,0.1539786,0.15389766,6.9677778,,1,21,1,7.6707511,0,1,0,0,0,0,0,0,1
0,0.020667726,0,0,0,0.031325303,0.023169218,0.016899766,0.016462443,1.7777778,,0,14,1,4.0743632,0,1,0,0,1,0,0,0,0
0.40000001,0.098360658,1,1,0,0.2,0.16666667,0.16666667,0.17184949,8.2955556,6.8,0,4,1,2.8832545,0,1,0,1,1,1,0,0,0
0,0.013333334,0,0,0,0.013333334,0.0085227266,0.007539683,0.012167831,8.4472222,9.2,0,10,1,6.7446041,1,1,0,0,0,0,0,0,1
0.15000001,0.074498564,0,0,0,0.090909094,0.07692308,0.076190479,0.071747825,7.0141667,,0,7,1,4.1926613,1,0,0,0,0,0,0,1,0
0.66666669,0.31999999,0,0,0,0.27272728,0.29661018,0.31666666,0.31731221,7.2685714,6.7,1,9,1,4.6754708,1,0,0,0,0,0,0,1,0
0.125,0.18571429,0,0,0,0.18530351,0.17945133,0.19095527,0.1911817,7.6605556,,0,21,1,7.6707511,0,1,0,0,0,0,0,0,1
0.30000001,0.14,0,1,0,0.14,0.14162348,0.14249639,0.14097874,3.1588889,2.5,0,11,1,8.0299788,0,1,0,0,0,0,0,0,1
0,0.051428571,0,1,0,0.060606062,0.042372882,0.035714287,0.04604242,4.9697778,4.8,0,9,1,4.6754708,1,0,0,0,0,0,0,1,0
0.60000002,0.431694,1,1,1,0.40000001,0.5,0.5,0.48670134,6.3666666,5.8,1,4,1,2.8832545,0,1,0,1,1,1,0,0,0
0,0.051575933,0,0,0,0.06666667,0.054545455,0.052380953,0.037457682,5.7886666,5.9,0,7,1,4.293757,1,0,0,0,0,0,0,1,0
0,0.054441262,0,0,0,0.043478262,0.037037037,0.03809524,0.047425497,3.3733334,,0,7,1,4.1492419,0,0,0,0,0,0,0,1,0
0.31578946,0.06666667,0,0,0,0.085714288,0.052083332,0.040476192,0.037137359,5.3055556,5.8,0,8,1,4.3608842,1,0,0,0,1,0,0,0,0
0.2,0.094555877,0,0,0,0.090909094,0.07692308,0.076190479,0.086179718,6.1551111,5.5,0,7,1,4.1926613,1,0,0,0,0,0,0,1,0
0.4375,0.29333332,0,1,1,0.2647059,0.30516431,0.31111112,0.31688133,5.8017777,5.7,1,9,1,4.7448335,0,1,1,1,0,0,0,1,0
0,0.012048192,0,,,0,0,0,0.0035027449,,,0,7,1,3.4557312,0,1,0,0,1,0,0,0,0
0,0.078313254,0,0,0,0.090909094,0.027027028,0.047619049,0.039371062,,,0,8,1,3.3368855,0,1,0,0,1,0,0,0,0
0.47058824,0.30000001,0,1,0,0.23333333,0.28155339,0.27619049,0.27475324,3.9473684,,0,7,0,3.7735848,0,0,0,0,1,0,0,0,0
0,0.059171598,0,1,0,0.06666667,0.054545455,0.052380953,0.046454877,4.7,4,0,7,1,4.5617313,0,0,0,0,0,0,0,1,0
0.23809524,0.057142857,0,0,0,0.057142857,0.052631579,0.047619049,0.052252274,4.9697778,4.8,0,9,1,5.544385,1,0,0,0,0,0,0,1,0
0,0.035175879,0,0,0,0.052631579,0.019230768,0.023809524,0.027567362,7.2257778,6.8,0,9,1,5.1308365,0,0,0,0,0,0,0,1,0
0,0.099348538,0,0,0,0.14285715,0.14285715,0.13333334,0.13336334,5.8064444,5.1,0,6,1,4.0520649,0,1,0,0,0,0,0,1,0
0.25,0.17333333,1,1,0,0.17333333,0.17906684,0.18221501,0.18368886,3.1588889,2.5,0,12,1,8.4206591,1,1,0,0,0,0,0,0,1
0.46666667,0.28140703,0,1,1,0.27272728,0.31753555,0.32539684,0.31930447,3.4931111,3,0,10,1,4.9480457,0,0,1,1,0,0,0,1,0
0,0.0060975607,0,0,0,0.06666667,0.0095238099,0.0071428572,0.0078330263,2.4211111,,0,7,0,3.4969542,0,1,0,0,1,0,0,0,0
0,0.27439025,0,1,1,0.2,0.21904762,0.22380953,0.22112836,6.4893333,6.8,0,7,0,3.4969542,0,1,0,0,1,0,0,0,0
0,0.022857143,0,0,0,0.030303031,0.02542373,0.02142857,0.020234762,1,,0,9,1,4.6754708,1,0,0,0,0,0,0,1,0
0,0.060975611,0,0,0,0.13333334,0.085714288,0.073809527,0.087315075,7.9902778,,0,7,0,3.4969542,0,1,0,0,1,0,0,0,0
0,0.16,0,0,0,0.16,0.15814394,0.15992063,0.15933573,8.8,,0,10,1,6.7446041,1,1,0,0,0,0,0,0,1
0.40000001,0.25333333,0,1,0,0.22222222,0.24942791,0.26031747,0.26270807,7.2037778,7.4,0,9,1,4.8138638,0,1,0,0,0,0,0,1,0
0.80000001,0.36000001,0,1,1,0.32876712,0.43171805,0.42539683,0.42541984,3.8689841,3.8,1,11,1,4.9195457,1,0,1,1,0,0,0,1,0
0,0.14705883,0,0,0,0.15384616,0.15517241,0.14761905,0.13720056,8.4590475,,0,9,1,5.5655723,1,0,0,0,0,0,0,1,0
0.083333336,0.054441262,0,1,0,0.05882353,0.056451611,0.050000001,0.055117704,7.0141667,,0,8,1,4.5371952,1,0,0,0,0,0,0,1,0
0,0.0060606059,0,0,0,0.034482758,0.012195122,0.011904762,0.013375408,2.031579,,0,9,1,2.9926152,1,1,0,0,1,0,0,0,0
0,0.054644808,0,0,0,0,0,0,0.049170084,2.4916667,,0,4,1,2.9930289,0,1,0,0,0,0,1,0,0
0,0.35217392,0,0,0,0.1,0.027777778,0.033333331,0.054766189,6.1769444,,0,6,1,2.6131198,1,0,0,0,1,1,0,0,0
0,0.083333336,0,0,0,0,0,0,0.047515247,6.3157895,,0,5,1,3.8054969,0,0,0,0,1,0,0,0,0
0.36842105,0.25,0,0,0,0.22222222,0.23076923,0.23333333,0.25308135,7.3684211,,0,6,0,4.3373494,0,0,0,0,1,0,0,0,0
1,0.4969697,0,1,1,0.45454547,0.83783782,0.71428573,0.78536028,5.9926667,6.3,1,7,1,2.8921075,1,1,1,0,1,1,0,0,0
0.58333331,0.34920636,0,1,1,0.33333334,0.33333334,0.33333334,0.35203147,6.9444444,,1,5,1,3.7128158,0,0,1,1,0,0,1,0,0
0,0.063492067,0,0,0,0,0,0,0.029997,5.5980863,,0,5,1,3.7128158,0,0,0,0,0,0,1,0,0
0.875,0.48795182,0,1,1,0.45454547,0.83783782,0.71428573,0.77021253,5.9926667,6.3,1,8,1,3.3368855,0,1,1,1,1,0,0,0,0
0.45454547,0.23809524,0,0,0,0.15384616,0.125,0.13333334,0.15931907,3.8888889,,0,6,1,3.9492538,0,0,0,0,1,0,0,0,0
0,0.023668639,0,0,0,0.05882353,0.023255814,0.01904762,0.044448413,2.031579,,0,7,1,3.0063276,0,1,0,0,1,0,0,0,0
0,0.054644808,0,0,0,0,0,0,0.020511283,4.8805555,,0,5,1,3.4858956,0,1,0,0,0,0,1,0,0
0,0.0086956518,0,0,0,0,0,0,0.022274438,2.1710526,,0,5,1,2.5572851,1,0,0,0,1,0,0,0,0
0.75,0.44544095,0,0,0,0.40000001,0.5,0.5,0.53277671,3.5988889,3.3,1,6,1,3.3013034,0,1,1,0,1,0,0,0,0
0.36363637,0.20634921,0,1,1,0.19047619,0.16666667,0.16666667,0.1931702,3.8888889,,0,7,1,5.3418574,0,0,0,0,0,0,0,0,1
0.54545456,0.41269842,0,1,1,0.40000001,0.5,0.5,0.53754622,6.9444444,,1,5,1,3.7764034,0,0,1,0,1,0,0,0,0
0.5,0.2857143,0,0,0,0.2,0.16666667,0.16666667,0.19467886,4.2982458,,0,5,1,3.6246576,0,0,0,0,1,0,0,0,0
0,0.079365082,0,0,0,0,0,0,0.040779255,2.2222222,,0,5,1,3.7764034,0,0,0,0,1,0,0,0,0
0.78571427,0.41625208,0,1,1,0.33333334,0.33333334,0.33333334,0.3574276,3.5988889,3.3,1,6,1,3.376034,0,1,1,1,0,0,1,0,0
0,0.24260356,0,0,0,0.18181819,0.15384616,0.16666667,0.19191319,9.2444444,9.4,0,7,1,4.0667806,0,0,0,0,1,0,0,0,0
1,0.37535816,0,1,1,0.33333334,0.41818181,0.41904762,0.45643079,3.3653333,2.9,1,7,1,4.293757,1,0,1,1,0,0,0,1,0
0,0.17751479,0,0,0,0.18181819,0.15384616,0.16666667,0.19188653,7.7388889,7.7,0,7,1,4.0667806,0,0,0,0,1,0,0,0,0
0,0.077943616,0,0,0,0,0,0,0.072347768,5.8064444,5.1,0,6,1,3.376034,0,1,0,0,0,0,1,0,0
0.41176471,0.43715847,0,1,1,0.33333334,0.33333334,0.33333334,0.34945673,3.6593333,3,1,4,1,2.633404,0,1,1,1,0,0,1,0,0
0,0.053811658,0,0,0,0,0,0,0.055216145,1.1830556,,0,6,1,3.3013034,0,1,0,0,1,0,0,0,0
0,0.26984128,0,0,0,0.2,0.16666667,0.16666667,0.1983335,4.2982458,,0,5,1,3.454308,0,0,0,0,1,0,0,0,0
0,0.10932476,0,0,0,0,0,0,0.036313035,2.8744444,2.8,0,6,0,4.8344789,0,1,0,0,1,0,0,0,0
0,0.2,0,0,0,0.22222222,0.23076923,0.23333333,0.25599608,7.3684211,,0,5,1,3.8961039,0,0,0,0,1,0,0,0,0
0,0.044642858,0,0,0,0,0,0,0.019401394,1.1830556,,0,6,1,3.4458909,0,1,0,0,1,0,0,0,0
0,0.25396827,0,0,0,0.22222222,0.23076923,0.23333333,0.25072992,6.9444444,,0,5,1,4.1822972,0,0,1,0,1,0,0,0,0
0,0.12607449,0,0,0,0.11111111,0.050000001,0.06666667,0.087142952,6.1551111,5.5,0,6,1,3.665062,1,0,0,0,1,1,0,0,0
0,0.1030303,0,0,0,0.090909094,0.07692308,0.06666667,0.084469646,1.4611111,1.2,0,7,1,4.2347178,1,0,0,0,1,0,0,0,0
0,0.12034384,0,0,0,0.11111111,0.050000001,0.06666667,0.087142952,5.7886666,5.9,0,6,1,3.665062,1,0,0,0,1,1,0,0,0
1,0.48695651,0,0,0,0.40000001,0.5,0.5,0.603333,4.0527778,,1,5,1,2.5572851,1,0,0,0,1,0,0,0,0
0,0.063492067,0,0,0,0,0,0,0.038327836,5.5980863,,0,5,1,3.6246576,0,0,0,0,1,0,0,0,0
0.46666667,0.43715847,0,1,1,0.33333334,0.33333334,0.33333334,0.38257009,3.6593333,3,1,4,1,2.9930289,0,1,1,1,0,0,1,0,0
0.5,0.19047619,0,1,0,0.2,0.16666667,0.16666667,0.19832517,3.8888889,,0,5,1,3.454308,0,0,0,0,1,0,0,0,0
0,0.375,0,0,0,0.2,0.16666667,0.16666667,0.18413492,3.5988889,3.3,0,6,1,3.4458909,0,1,0,0,1,0,0,0,0
0,0.085959889,0,0,0,0.06666667,0.043478262,0.03809524,0.063928127,1.5791111,1.2,0,7,1,4.2252402,1,0,0,0,1,0,0,0,0
0,0.14285715,0,0,0,0.15384616,0.125,0.13333334,0.15210812,2.2222222,,0,6,1,3.9492538,0,0,0,0,1,0,0,0,0
0,0.065217391,0,0,0,0.1,0.027777778,0.033333331,0.054766189,2.9222222,,0,6,1,2.6131198,1,0,0,0,1,1,0,0,0
0.88235295,0.47560975,0,1,1,0.42857143,0.63636363,0.60000002,0.61695033,5.9926667,6.3,1,8,1,2.9687567,1,1,1,1,1,0,0,0,0
0,0.26060605,0,1,1,0.23809524,0.25423729,0.25238094,0.27000836,3.2388889,3,0,8,1,5.3518772,1,0,1,1,0,0,0,0,1
0,0.079365082,0,0,0,0,0,0,0.030463619,1.4473684,,0,5,1,3.7128158,0,0,0,0,0,0,1,0,0
1,0.42173913,0,1,1,0.33333334,0.38461539,0.40000001,0.4250975,4.0527778,,1,5,1,3.13166,1,0,1,1,1,0,0,0,0
0,0.18911175,0,0,0,0.11111111,0.050000001,0.06666667,0.087142952,7.7642222,7.7,0,6,1,3.665062,1,0,0,0,1,1,0,0,0
0,0.0033167496,0,0,0,0,0,0,0.016861647,1.1830556,,0,6,1,3.376034,0,1,0,0,0,0,1,0,0
0,0.14285715,0,0,0,0.2,0.16666667,0.16666667,0.1824051,1.4473684,,0,5,1,3.6246576,0,0,0,0,1,0,0,0,0
0.46666667,0.37158471,0,0,0,0.2857143,0.2857143,0.30000001,0.32702729,3.6593333,3,1,5,1,3.3789728,0,1,0,0,0,0,0,1,0
0.68421054,0.29714286,0,1,1,0.2631579,0.27586207,0.29523811,0.32090864,7.2685714,6.7,1,8,1,5.1061354,1,0,1,1,0,0,0,1,0
0,0.4173913,0,1,1,0.2,0.18000001,0.18333334,0.20414458,4.0527778,,0,6,1,2.5742092,0,0,1,1,1,0,0,0,0
0.875,0.4848485,0,1,1,0.41379312,0.73170733,0.64285713,0.6812942,5.9926667,6.3,1,9,1,2.9926152,1,1,1,0,1,0,0,0,0
0.33333334,0.23232323,0,1,0,0.20454545,0.2590909,0.24404761,0.26100177,7.1597778,7.2,0,10,1,5.1506567,0,0,0,0,0,0,0,0,1
1,0.40606061,0,0,0,0.36363637,0.46153846,0.46666667,0.50049031,3.2388889,3,1,8,1,4.0411162,1,0,1,1,1,0,0,0,0
0,0.13609467,0,1,0,0.13333334,0.12727273,0.11904762,0.13972889,7.7388889,7.7,0,7,1,4.5617313,0,0,0,1,0,0,0,1,0
0.57894737,0.36094674,0,0,0,0.33333334,0.41818181,0.41904762,0.43823236,3.2388889,3,1,7,1,4.5617313,0,0,1,0,0,0,0,1,0
0,0.031746034,0,0,0,0,0,0,0.024342567,5.5980863,,0,5,1,3.454308,0,0,0,0,1,0,0,0,0
0,0.069565214,0,0,0,0.11111111,0.07692308,0.06666667,0.092905708,1.95,,0,5,1,3.13166,1,0,0,0,1,0,0,0,0
0.83333331,0.43949044,0,0,0,0.34090909,0.44339624,0.45476189,0.47472408,6.9677778,,1,9,1,3.0750279,0,1,0,0,1,0,0,0,0
0,0.043715846,0,0,0,0,0,0,0.019406393,2.4916667,,0,4,1,2.633404,0,1,0,0,0,0,1,0,0
0.42857143,0.38797814,0,1,1,0.33333334,0.33333334,0.33333334,0.35385296,3.6593333,3,1,5,1,3.4858956,0,1,1,1,0,0,1,0,0
0.46666667,0.28333333,0,1,0,0.22222222,0.23076923,0.23333333,0.26222879,3.9473684,,0,5,1,3.8961039,0,0,0,0,1,0,0,0,0
0,0.065217391,0,0,0,0.1,0.027777778,0.033333331,0.054766189,7.935,,0,6,1,2.6131198,1,0,0,0,1,1,0,0,0
0,0.049180329,0,0,0,0,0,0,0.020519614,2.4916667,,0,5,1,3.4858956,0,1,0,0,0,0,1,0,0